file_name,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
rock.00000.wav,0.38743302,0.08594111,0.12909234,0.005181232,1996.3291884611144,253392.62105603828,2097.039295713461,96076.68023025346,4227.868737311485,1270933.2585690813,0.09022025147428461,0.001637011879503814,1.7870747e-05,0.012361938,6.82433e-05,0.0037518004,123.046875,-116.62627,5845.3877,109.25263,485.50604,-23.163752,368.85547,40.67948,161.10097,-11.888837,195.70766,23.152945,127.25556,-15.409277,130.27263,15.1249895,63.69785,-13.522578,111.76194,12.695887,59.18774,-10.871556,77.22884,8.497991,54.672256,-11.577597,39.0658,2.1976976,59.77731,-6.180506,72.42433,1.9899799,72.00899,-7.9558887,35.61278,2.0833833,33.01669,-2.3929138,30.403519,-1.5417932,57.880424,rock
rock.00001.wav,0.36540443,0.092093,0.1803724,0.004919634,1529.2908080861932,226835.07102411127,1845.3704398355187,118117.52927376576,3271.448122099768,1361527.2334883937,0.05495977438611756,0.0008505703507633726,1.5607383e-06,0.024932494,-2.396894e-05,0.004523108,151.99908088235293,-111.25285,3154.2026,134.15211,745.4454,-24.65805,318.48373,41.54234,203.56879,-3.0750806,131.25165,28.475191,73.57225,-10.599551,146.67412,14.917009,53.902203,-14.410271,118.97467,8.844091,49.57464,-4.547977,71.35295,9.940146,62.030167,-4.680241,54.02703,3.6218278,34.821846,-5.555472,49.379974,3.3616462,28.226122,-4.9562955,38.25594,-1.477911,38.036705,0.089315675,31.705431,-5.348198,37.67895,rock
rock.00002.wav,0.43678045,0.086584084,0.14856811,0.0065527745,1875.1802162587353,469233.6657319977,1983.770690590682,168373.77316146521,3929.4931504676624,2040711.4239224833,0.07680441258217324,0.0022585211558165167,8.061669e-06,0.010543614,-3.6502923e-05,0.009816977,107.666015625,-120.445526,8091.653,117.5898,855.7237,-27.635336,548.95874,42.838066,194.111,-6.757944,296.3208,21.642138,155.98853,-12.10304,113.92699,17.95223,59.67419,-10.473286,118.46771,12.275668,61.06342,-6.5690436,92.33621,13.523022,44.695625,-2.4200737,65.171936,6.712717,47.136436,-3.1554117,73.767815,5.4701724,32.84723,-2.235662,45.983543,1.0611793,48.13715,-1.654424,32.438793,-0.035615146,31.24732,rock
rock.00003.wav,0.3801126,0.0983729,0.15122105,0.0039843195,1421.355041089321,428174.6869119267,1902.3217903991372,172098.80551346592,3042.7015547962587,2532761.4487996837,0.0430986562258314,0.0009387563717807856,4.4904584e-05,0.015294029,-5.6494093e-05,0.00519133,95.703125,-156.54553,5366.8706,130.7242,735.01373,-1.480792,405.91962,36.234592,150.961,0.35091263,246.401,31.955034,96.25902,-0.6218726,142.61743,20.156782,73.1298,-11.339355,106.01002,13.855699,49.589294,-3.7898722,83.45811,11.537828,70.015465,-3.2142534,68.85041,5.058525,50.319134,-1.7850618,57.22465,3.542804,28.201986,-2.4448645,32.993206,-0.7330248,33.035183,-1.4241273,39.34434,0.6442886,35.79731,rock
rock.00004.wav,0.37182298,0.08869458,0.20865633,0.0018219758,1345.8413833729003,476337.64545893844,1841.826395247532,166537.42395357235,2939.1573239921695,2551452.043820146,0.04107944520978345,0.001326453826093628,6.8680324e-06,0.031458493,4.84844e-05,0.004252049,103.359375,-127.97042,3183.7078,134.44084,828.5696,1.0205101,451.04453,54.43924,154.66487,-0.45447052,161.37946,35.814583,102.64516,-10.856743,133.12305,16.386305,43.617428,-10.0327215,113.01953,6.592466,87.644455,-6.6975994,66.396484,11.04186,67.328285,-8.380609,65.61362,2.1077473,52.527565,-6.3462076,39.329388,0.9917485,37.742233,-5.323316,46.32642,-0.8430056,43.06578,-4.661474,27.124546,-4.788684,27.636402,rock
rock.00005.wav,0.37675795,0.081911206,0.20371321,0.0030958725,1542.1092954403396,112771.94063945445,1591.6275688848318,127523.0454879969,2869.7864364305397,639455.8442921967,0.07702117471481051,0.0003190024299724785,5.8045516e-06,0.027477916,-2.010899e-05,0.005994698,99.38401442307692,-62.36485,1572.5226,153.79042,975.2122,-55.13121,223.17624,28.010103,143.24887,-6.850295,157.17488,17.46384,99.863846,-22.614672,190.12909,18.14102,78.53616,-12.584327,132.88754,4.502157,75.72981,-8.390483,61.825478,7.216679,47.548714,-2.5232487,47.69909,4.844655,28.73168,-6.275708,31.911957,-0.71447885,45.18292,-2.2775123,27.141006,-5.244769,41.87875,-5.225095,28.841185,-6.276886,33.442474,rock
rock.00006.wav,0.34448424,0.088035464,0.18003526,0.0035813996,1676.146047974431,209843.56943717366,1653.5278081221988,80587.52825789028,3255.327363689095,731885.8244540886,0.08730529171500387,0.0013243877174166697,1.8552488e-05,0.02368593,-2.2571456e-05,0.005117294,112.34714673913044,-98.38649,2694.7002,136.57487,671.14886,-46.71402,339.4148,46.476673,255.2408,-17.15201,213.64883,10.547506,147.66106,-14.580566,116.87941,16.55133,113.080025,-12.312679,99.419655,3.7018619,85.881294,-12.647758,87.86799,2.951305,78.73793,-12.505246,64.52926,0.109871894,62.327606,-0.7819079,72.17648,-5.6888523,63.223953,-8.629558,65.66598,-1.8903699,52.95457,-2.1854918,41.101074,-3.397589,44.9495,rock
rock.00007.wav,0.3591255,0.08772954,0.1570209,0.0036368535,1282.1973338530781,299724.66080558393,1729.3657926000556,172002.74263414458,2675.912666763341,1623590.754085009,0.047179750942575406,0.001039512994052671,2.538997e-07,0.017116548,-4.3513264e-05,0.0040027364,89.10290948275862,-140.46417,2934.91,149.30049,557.28143,-10.073525,273.601,38.784744,136.9906,1.5350952,162.65771,20.120264,71.56867,-11.34188,90.33152,16.292198,67.227135,-13.255261,146.00279,10.183559,92.77045,-9.257683,86.35761,4.699765,50.890213,-8.370977,51.05137,2.2718363,45.687813,-6.509603,48.041992,-1.6324769,50.388,-6.4886813,53.07728,-4.7097774,49.610233,-2.5701594,34.243233,-1.7915926,28.876339,rock
rock.00008.wav,0.40886402,0.08201305,0.26079375,0.0009211135,1717.0993094173925,47189.97818161879,1842.2731265609573,32570.202415150976,3362.1523686738688,433918.97800956847,0.08495074137180975,0.00031028019509660225,1.3736983e-06,0.04081574,2.073109e-06,0.008650135,89.10290948275862,-14.946681,586.031,138.44057,193.81851,-41.902412,71.186485,22.075436,97.14125,-18.676533,57.090958,32.004406,36.984715,-20.370274,40.541683,15.703646,44.05971,-17.348824,50.446545,14.874468,19.228132,-8.903126,25.562645,12.260918,36.83089,-5.8288655,35.157726,9.972276,29.988369,-3.1722856,25.010906,1.9803572,21.618004,-6.9255514,26.145452,3.12534,20.05364,-2.9862368,18.841654,-6.6731334,32.080765,rock
rock.00009.wav,0.37620473,0.092475414,0.1281802,0.0037958606,1181.3266069695658,275338.3167980429,1607.7013606071775,259362.38335851874,2367.3450301805397,2083130.780484415,0.04253295992846094,0.00038905118978240107,-7.562642e-07,0.013697725,-7.3335104e-05,0.0030512281,75.99954044117646,-178.60347,4753.15,154.00502,885.8791,-4.958517,456.5406,21.928644,201.1995,-2.0540266,136.18881,23.674204,76.299576,-1.2848492,128.36229,11.562133,71.51964,-6.0270863,110.3953,4.947251,68.50321,-2.940482,62.627193,5.409077,37.261837,-4.123982,63.24452,2.9835277,51.947952,-5.321567,49.810738,-8.830944,57.607018,-11.077198,40.246956,-3.2063417,29.992111,3.8582175,32.904152,3.5543106,32.467808,rock
