file_name,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
blues.00000.wav,0.3501285,0.08877166,0.13018432,0.00282838,1784.1226409867395,129745.48453872248,2002.412407099093,85834.41036219463,3805.7230301080335,901252.916706492,0.08304482066898686,0.0007669456545940504,-4.90663e-05,0.008172463,-1.0618483e-05,0.005704438,123.046875,-113.59882,2569.3696,121.57067,295.84708,-19.162262,235.58444,42.363937,151.03873,-6.362266,167.99289,18.621931,89.17242,-13.699734,67.60309,15.339802,69.001495,-12.274304,82.21985,10.970945,63.346542,-8.326061,61.76499,8.802088,51.280754,-3.6699414,41.215897,5.744675,40.517525,-5.162783,49.784233,0.7517065,52.424534,-1.6878542,36.535866,-0.4087299,41.603172,-2.3026767,55.053654,1.2224671,46.94135,blues
blues.00001.wav,0.3408494,0.09497618,0.09590782,0.00237272,1530.2617668815155,375915.50852199766,2038.9876081687958,213905.10295057268,3550.7136156830047,2978310.9040219653,0.05603980870552978,0.001447521491359064,0.00014128137,0.0051013343,-0.0001796235,0.0030642096,67.99958881578948,-207.52383,7769.1045,123.98514,559.9134,8.947019,572.3363,35.86715,264.7167,2.9095943,279.97607,21.519472,156.3668,-8.556513,200.80203,23.370676,142.56712,-10.103608,166.11464,11.899242,104.35726,-5.5588245,105.15637,5.3778763,96.20453,-2.2344918,64.87307,4.220704,73.15043,-6.010687,52.429462,0.929294,55.337963,-0.728403,60.231415,0.29687253,48.133217,-0.28243035,51.106014,0.5306445,45.788696,blues
blues.00002.wav,0.36353773,0.08525664,0.17547321,0.002750858,1552.8324813719914,156471.01101167433,1747.7540869151062,76295.41345784656,3042.4101154654873,784130.8743978116,0.07629120746326373,0.0010068290788351824,-1.8167423e-06,0.016344344,-2.0188567e-05,0.0074642007,161.4990234375,-90.757164,3317.887,140.44087,508.85614,-29.084547,412.06442,31.686693,143.95421,-13.976547,155.66135,25.753752,74.391716,-13.66499,106.84102,11.634442,106.52026,-11.778322,65.48224,9.714756,67.84235,-13.125314,57.67196,5.7912464,64.49476,-8.901967,60.390575,-1.0801603,57.69022,-9.226244,36.514374,2.4483044,40.641678,-7.7248397,47.629646,-1.819024,52.393597,-3.4404576,46.6434,-2.2381277,30.65315,blues
blues.00003.wav,0.40485436,0.09399866,0.14104027,0.006347602,1070.153417999185,184366.0093845833,1596.4225646485252,166551.84432263998,2184.8790286035382,1493077.8489404472,0.03330886262567672,0.00042275898709484,3.6126085e-06,0.019055042,-1.8110994e-05,0.0027113643,63.02400914634146,-199.57513,5508.266,150.0861,456.30908,5.663404,257.10977,26.855278,158.36113,1.7700716,267.97372,14.232647,126.80743,-4.8278446,155.94673,9.286853,81.2703,-0.75612015,92.3018,8.134435,71.381836,-3.200026,110.269356,6.078081,48.214516,-2.478445,56.776222,-1.0815872,62.243004,-2.874454,51.60982,0.77399397,44.432903,-3.3240688,50.218452,0.6363105,37.325726,-0.61596763,37.257774,-3.405046,31.965254,blues
blues.00004.wav,0.30852598,0.08784315,0.09150122,0.002305285,1835.1285128875488,343249.49574738194,1748.4107586184407,88378.7044917057,3579.9574708164155,1572336.2989541132,0.10146053871809745,0.0019541247020998685,-1.845967e-05,0.004814488,-9.5450405e-06,0.0030943628,135.99917763157896,-160.35417,5199.1035,126.20948,853.27124,-35.581394,334.03235,22.139256,193.75323,-32.47355,336.4254,10.850701,134.86504,-23.35007,93.29354,0.4932491,124.73352,-11.796539,129.97539,1.2035192,99.71714,-13.084959,80.243164,-2.8104994,86.4365,-6.9344707,89.548325,-7.5538754,70.91569,-9.167669,75.75422,-4.515863,85.9952,-5.451786,75.27674,-0.9159524,53.633236,-4.408018,62.882492,-11.704385,55.190254,blues
blues.00005.wav,0.30252185,0.087551296,0.103452876,0.0039811623,1832.0115969793162,1030483.8309652422,1729.5808045469614,201846.07407526343,3481.4676306917054,3274386.1962247384,0.09404153373936582,0.006233195614802252,2.1072833e-06,0.008084326,-2.7619379e-05,0.0032444787,69.83741554054055,-177.80176,7307.4546,118.20316,3195.2058,-17.57063,654.1079,30.760927,485.68988,-21.742554,433.27664,11.919263,266.4076,-20.734299,169.70601,3.1852887,133.70337,-8.580818,172.22574,-0.9328852,100.121,-11.772245,76.554756,-2.408764,78.802635,-9.348446,80.10772,-9.942636,47.534428,-3.9021835,60.0207,-5.574562,72.57674,-1.8393145,68.66612,-2.789317,42.470524,-3.047805,39.803387,-8.109732,46.282936,blues
blues.00006.wav,0.29142597,0.09398485,0.14175196,0.008782076,1459.4696906334664,438024.99814577465,1389.0684455609626,185156.3211962845,2795.910729498985,1621507.809656879,0.07305223740815932,0.0019091706678011008,-1.1749534e-05,0.016931476,-2.0181798e-05,0.005955405,71.77734375,-190.0688,9653.348,130.27023,1933.7037,-36.362114,1307.0305,33.036213,480.1932,11.093892,1082.9683,-0.5918817,280.1115,-20.890266,151.6834,0.27844235,102.85332,-6.496385,131.09851,-5.512736,153.40234,-7.847404,87.50639,-3.1243007,64.21006,-6.6028214,79.14685,-9.949999,63.038445,-6.5426884,86.344986,-10.0722275,83.254555,-10.918623,56.950497,-6.9652433,38.267097,-3.4394317,48.16364,-6.484499,70.213455,blues
blues.00007.wav,0.30737153,0.09285334,0.13176751,0.0055319313,1451.859413528892,449601.6407097229,1577.5671155773998,168197.5994896548,2955.3197165929523,1629557.4144231493,0.061442246108855375,0.0018488162723341102,1.855002e-05,0.013231742,-4.8325477e-05,0.004836919,92.28515625,-179.3723,6573.5034,136.44833,1479.0457,-26.662588,591.20874,39.96545,353.4062,5.3108935,650.0896,10.919135,136.288,-20.559534,163.69316,8.50336,151.28441,-11.349764,171.91977,-3.470555,178.22743,-8.415843,147.56088,-6.957211,83.71853,-3.5460422,93.2653,-8.051759,57.423862,-8.964918,82.25947,-8.427482,70.469444,-10.5642805,52.018356,-10.785658,60.50718,-4.6954694,65.581085,-8.631641,56.38694,blues
blues.00008.wav,0.40891296,0.086500056,0.14232728,0.0015031187,1719.4633657482495,163308.43298305818,2031.8293659086537,105565.9242806773,3782.441190998405,1262984.5682501604,0.06402488761600927,0.0007314817438538322,-1.5161455e-06,0.012705841,-2.0980322e-05,0.003465587,83.35433467741936,-121.38979,2619.6743,122.49833,414.5375,-14.734729,341.22403,46.122135,193.91731,-8.179258,177.07607,20.172466,106.9469,-19.171894,57.659283,23.036839,77.1547,-11.832729,42.568737,21.154655,58.8517,-6.7227974,48.918488,6.989506,56.535202,-12.730551,61.94805,5.0585384,50.547115,-5.1858068,33.02635,-1.4536042,50.578175,-7.042629,28.908443,2.694213,36.896122,3.4095309,33.671597,-2.7137442,36.34232,blues
blues.00009.wav,0.27396762,0.09231063,0.08128055,0.004346177,1817.2305903199679,298141.42441443686,1973.7920387975753,114140.14449366354,3943.8319655416185,1366784.3467715923,0.07917482356921887,0.0013776590528174816,-4.361861e-06,0.007221093,-2.4223738e-05,0.0016771486,80.74951171875,-213.26424,6132.9727,115.16476,798.2638,-11.69817,669.0846,39.015358,350.93396,-20.34833,531.99756,13.082702,278.2447,-9.182701,126.45182,9.017152,67.96417,-14.104312,110.09561,4.271254,92.602684,-6.050781,84.85939,3.7858355,104.41364,0.22263552,76.34565,-5.1068816,85.42631,-0.41015333,103.98576,-1.1793449,59.323406,-1.914708,58.461437,-2.2936609,83.12304,2.8842604,77.042244,-4.2338786,91.44654,blues
